-1.30258	-1.3587	-1.52472
-1.2905	-1.7054	-1.50535
-1.2702	-2.051	-1.48597
-1.24438	-2.3968	-1.46555
-1.21149	-2.7418	-1.44513
-1.17758	-3.051	-1.42681
-1.1337	-3.3939	-1.40569
-1.08218	-3.7365	-1.38474
-1.02438	-4.0795	-1.3631
-0.956787	-4.4272	-1.34006
-0.880585	-4.7782	-1.31703
-0.793182	-5.1316	-1.29451
-0.694092	-5.4796	-1.27165
-0.583496	-5.8298	-1.24913
-0.462189	-6.1823	-1.22644
-0.330292	-6.5406	-1.20358
-0.189209	-6.9031	-1.18089
-0.0357971	-7.2687	-1.15803
0.126495	-7.6376	-1.13429
0.301605	-8.0084	-1.11212
0.494019	-8.3826	-1.08961
0.694	-8.7593	-1.06675
0.906494	-9.1374	-1.04563
1.12939	-9.5194	-1.02451
1.3624	-9.9044	-1.00496
1.6073	-10.2933	-0.986635
1.86621	-10.6833	-0.969879
2.13712	-11.0693	-0.955393
2.41791	-11.455	-0.94178
2.7049	-11.8455	-0.927992
2.99402	-12.2412	-0.914553
3.29062	-12.6388	-0.902161
3.59741	-13.0373	-0.890816
3.91782	-13.4323	-0.88174
4.24719	-13.828	-0.874235
4.57541	-14.2294	-0.866905
4.90802	-14.6363	-0.859575
5.25101	-15.0442	-0.853117
5.60641	-15.4514	-0.847881
5.97	-15.859	-0.84439
6.33731	-16.2704	-0.841249
6.70731	-16.6884	-0.837234
7.08279	-17.1123	-0.833569
7.46512	-17.5393	-0.830079
7.85791	-17.9651	-0.827112
8.26102	-18.389	-0.823621
8.66891	-18.8181	-0.82013
9.0838	-19.253	-0.81664
9.50342	-19.6952	-0.813847
9.92902	-20.1421	-0.81088
10.3648	-20.6027	-0.80896
10.8058	-21.0646	-0.807738
11.2565	-21.5208	-0.806517
11.715	-21.9752	-0.804771
12.171	-22.437	-0.804248
12.6271	-22.9013	-0.804248
13.0861	-23.3648	-0.804422
13.5435	-23.8326	-0.80512
13.9988	-24.3012	-0.806342
14.4559	-24.7652	-0.808087
14.9152	-25.2228	-0.809833
15.3715	-25.6816	-0.811578
15.8284	-26.1364	-0.813323
16.2798	-26.5957	-0.814894
16.7292	-27.0566	-0.816116
17.18	-27.5253	-0.817512
17.6291	-27.9977	-0.818908
18.0826	-28.4676	-0.82013
18.5416	-28.9359	-0.820828
18.9974	-29.4091	-0.821526
19.4533	-29.8824	-0.822399
19.9106	-30.3557	-0.823097
20.3635	-30.8352	-0.823795
20.816	-31.3167	-0.824843
21.2694	-31.8006	-0.825541
21.7241	-32.2895	-0.82589
22.1807	-32.7786	-0.826762
22.6389	-33.2726	-0.827635
23.0943	-33.7689	-0.82781
23.5503	-34.2658	-0.828159
24.0134	-34.7652	-0.828857
24.4744	-35.2642	-0.829206
24.9337	-35.7638	-0.82938
25.3942	-36.2643	-0.82938
25.855	-36.7669	-0.829555
26.3171	-37.2725	-0.829555
26.7812	-37.7798	-0.829555
27.2472	-38.2904	-0.829555
27.7149	-38.8036	-0.82938
28.183	-39.3211	-0.829206
28.6482	-39.8403	-0.829031
29.1152	-40.3599	-0.828682
29.5841	-40.877	-0.828333
30.0544	-41.3925	-0.82781
30.5252	-41.9085	-0.82589
30.9961	-42.4283	-0.823272
31.4699	-42.9444	-0.820479
31.9439	-43.4614	-0.817861
32.418	-43.9803	-0.814894
32.8919	-44.4938	-0.812276
33.3658	-45.0054	-0.809484
33.8398	-45.5173	-0.806517
34.3205	-46.0305	-0.803724
34.8051	-46.5435	-0.801106
35.2917	-47.0578	-0.798139
35.7339	-47.519	-0.795347
36.2267	-48.0298	-0.792729
36.7248	-48.5401	-0.790285
37.2282	-49.051	-0.787667
37.732	-49.559	-0.785573
38.2366	-50.0672	-0.783653
38.7426	-50.5769	-0.782082
39.245	-51.0847	-0.780686
39.7475	-51.5916	-0.779639
40.2505	-52.0991	-0.77894
40.755	-52.6066	-0.778068
41.2602	-53.1137	-0.777719
41.7774	-53.6045	-0.777544
42.3006	-54.0881	-0.777893
42.8219	-54.5743	-0.777893
43.3479	-55.0587	-0.777893
43.8681	-55.549	-0.778242
44.3841	-56.044	-0.779115
44.8955	-56.5465	-0.779988
45.4048	-57.0486	-0.781384
45.9108	-57.5491	-0.782955
46.4136	-58.0499	-0.784526
46.9114	-58.5553	-0.785573
47.4059	-59.0612	-0.786969
